股票代码,股票名称
sz300180,华峰超纤
sz000571,ST大洲
sh600557,康缘药业
sh600730,中国高科
sz300787,海能实业
sz300230,永利股份
sh605377,华旺科技
sh603709,中源家居
sz002686,亿利达
sz300606,金太阳
sz002953,日丰股份
sz301048,金鹰重工
sh601366,利群股份
sh603667,五洲新春
sh600966,博汇纸业
sz001203,大中矿业
sh600987,航民股份
sz300040,九洲集团
sz002583,海能达
sh601137,博威合金
sh603200,上海洗霸
sh603615,茶花股份
sh600984,建设机械
sh688069,德林海
sh601608,中信重工
sh600843,上工申贝
sz300699,光威复材
sz300326,凯利泰
sz002327,富安娜
sh601010,文峰股份
sz002751,易尚展示
sz300265,通光线缆
sz300049,福瑞股份
sz300190,维尔利
sz002522,浙江众成
sz300798,锦鸡股份
sh605255,天普股份
sz002062,宏润建设
sz002763,汇洁股份
sz000737,南风化工
sz002166,莱茵生物
sz301006,迈拓股份
sz301133,金钟股份
sz300501,海顺新材
sz000981,*ST银亿
sz300514,友讯达
sz002828,贝肯能源
sz000558,莱茵体育
sh603607,京华激光
sz300046,台基股份
sz002628,成都路桥
sh603556,海兴电力
sz002896,中大力德
sh603499,翔港科技
sz300953,震裕科技
sz300701,森霸传感
sz301028,东亚机械
sz300124,汇川技术
sh600265,*ST景谷
sh603889,新澳股份
sh603980,吉华集团
sz002743,富煌钢构
sz002586,*ST围海
sz300968,格林精密
sz300851,交大思诺
sh688590,新致软件
sh600202,哈空调
sz002357,富临运业
sz300970,华绿生物
sz300836,佰奥智能
sh600719,大连热电
sz002150,通润装备
sz001218,丽臣实业
sz301188,力诺特玻
sh600626,申达股份
sh603181,皇马科技
sz000782,美达股份
sz002952,亚世光电
sh600800,渤海化学
sz300069,金利华电
sh603139,康惠制药
sz300008,天海防务
sz002365,永安药业
sz003018,金富科技
sz300087,荃银高科
sh603187,海容冷链
sz002397,梦洁股份
sh600458,时代新材
sz300892,品渥食品
sz002629,仁智股份
sz000619,海螺型材
sz300513,恒实科技
sh601956,东贝集团
sz002089,ST新海
sz000413,东旭光电
sh603039,泛微网络
sz002809,红墙股份
sz000521,长虹美菱
sz002544,杰赛科技
sz002435,长江健康
sh600790,轻纺城
sz002446,盛路通信
sz002851,麦格米特
sz002997,瑞鹄模具
sz002666,德联集团
sh603585,苏利股份
sh603365,水星家纺
sh600956,新天绿能
sz002725,跃岭股份
sz002888,惠威科技
sh688656,浩欧博
sz002732,燕塘乳业
sz002808,恒久科技
sz000421,南京公用
sh600647,同达创业
sz002255,海陆重工
sz300658,延江股份
sz000638,*ST万方
sz000852,石化机械
sh603729,ST龙韵
sz300635,中达安
sh688611,杭州柯林
sz002545,东方铁塔
sz002452,长高集团
sz000409,云鼎科技
sh605336,帅丰电器
sz002795,永和智控
sh688056,莱伯泰科
sz300697,电工合金
sh688517,金冠电气
sz300740,水羊股份
sh605011,杭州热电
sz300814,中富电路
sh603898,好莱客
sh600135,乐凯胶片
sh600378,昊华科技
sh600892,大晟文化
sz003043,华亚智能
sz002275,桂林三金
sz301113,雅艺科技
sz301116,益客食品
sh688418,震有科技
sz300791,仙乐健康
sz300143,盈康生命
sz002836,新宏泽
sz002572,索菲亚
sz301198,喜悦智行
sz300802,矩子科技
sz000837,秦川机床
sz301046,能辉科技
sh600816,ST安信
sz002087,新野纺织
sz000903,云内动力
sz300304,云意电气
sz300100,双林股份
sz300594,朗进科技
sh688286,敏芯股份
sz300719,安达维尔
sh600698,湖南天雁
sz301100,风光股份
sh605005,合兴股份
sz300829,金丹科技
sz301023,江南奕帆
sh600273,嘉化能源
sh603669,灵康药业
sh603048,浙江黎明
sz300779,惠城环保
sh603116,红蜻蜓
sz300955,嘉亨家化
sz300339,润和软件
sz002341,新纶新材
sz300707,威唐工业
sz000564,*ST大集
sh600366,宁波韵升
sz000631,顺发恒业
sh600889,南京化纤
sz002630,华西能源
sz300543,朗科智能
sh603168,莎普爱思
sz002300,太阳电缆
sz300467,迅游科技
sz002442,龙星化工
sz002337,赛象科技
sh603444,吉比特
sh600612,老凤祥
sh600859,王府井
sz002845,同兴达
sz002152,广电运通
sz300397,天和防务
sz301070,开勒股份
sh600336,澳柯玛
sz300796,贝斯美
sh600004,白云机场
sh601518,吉林高速
sz002523,天桥起重
sh605580,恒盛能源
sz002886,沃特股份
sz301159,三维天地
sz000096,广聚能源
sh600249,两面针
sz300656,民德电子
sz300583,赛托生物
sz301045,天禄科技
sz300101,振芯科技
sz000732,泰禾集团
sz000004,国华网安
sh600872,中炬高新
sz002168,惠程科技
sh600678,四川金顶
sh600718,东软集团
sz300197,节能铁汉
sz300066,三川智慧
sh688206,概伦电子
sh600468,百利电气
sz000936,华西股份
sz002962,五方光电
sh600467,好当家
sz300363,博腾股份
sh688090,瑞松科技
sh600351,亚宝药业
sz002455,百川股份
sh600243,青海华鼎
sh603286,日盈电子
sz002426,胜利精密
sh605188,国光连锁
sh600560,金自天正
sh603232,格尔软件
sz300993,玉马遮阳
sz000584,哈工智能
sz002870,香山股份
sh601515,东风股份
sz300871,回盛生物
sz300023,*ST宝德
sz000751,锌业股份
sz300823,建科机械
sh603027,千禾味业
sz300963,中洲特材
sz002280,联络互动
sz000736,中交地产
sh601020,ST华钰
sh600257,大湖股份
sz002016,世荣兆业
sz002524,光正眼科
sz300076,GQY视讯
sh600602,云赛智联
sz300600,国瑞科技
sz000078,海王生物
sz300673,佩蒂股份
sh600960,渤海汽车
sh603630,拉芳家化
sh688087,英科再生
sh601111,中国国航
sz000692,惠天热电
sh600665,天地源
sh605108,同庆楼
sh688569,铁科轨道
sh603602,纵横通信
sh603040,新坐标
sh600863,内蒙华电
sz300541,先进数通
sh600774,汉商集团
sh600359,新农开发
sz002090,金智科技
sh600676,交运股份
sz002581,未名医药
sz002515,金字火腿
sz300649,杭州园林
sz300215,电科院
sh600283,钱江水利
sz002998,优彩资源
sz002593,日上集团
sz002689,远大智能
sz301036,双乐股份
sz002329,皇氏集团
sz002631,德尔未来
sh600812,华北制药
sh603999,读者传媒
sh603779,威龙股份
sz000570,苏常柴Ａ
sh601113,ST华鼎
sh603963,大理药业
sh600310,桂东电力
sz300461,田中精机
sh603229,奥翔药业
sh600179,安通控股
sh688092,爱科科技
sz300264,佳创视讯
sz300905,宝丽迪
sz000031,大悦城
sz001288,运机集团
sz000159,国际实业
sh603826,坤彩科技
sh688309,恒誉环保
sh603677,奇精机械
sz000516,ST国医
sz002632,道明光学
sh605388,均瑶健康
sz002730,电光科技
sz300477,合纵科技
sh688777,中控技术
sz300384,三联虹普
sh600838,上海九百
sz002141,贤丰控股
sh600279,重庆港
sh603538,美诺华
sh600575,淮河能源
sh600767,运盛医疗
sh601212,白银有色
sz002342,巨力索具
sh603223,恒通股份
sz002412,汉森制药
sz001209,洪兴股份
sh603015,弘讯科技
sh600682,南京新百
sz300838,浙江力诺
sz002323,*ST雅博
sh605050,福然德
sz000996,中国中期
sz300233,金城医药
sz300481,濮阳惠成
sz002297,博云新材
sh688616,西力科技
sz300424,航新科技
sh600461,洪城环境
sz002215,诺 普 信
sz301051,信濠光电
sz002293,罗莱生活
sh603922,金鸿顺
sz300527,中船应急
sz002901,大博医疗
sh601952,苏垦农发
sz300323,华灿光电
sh605099,共创草坪
sh603978,深圳新星
sh603226,菲林格尔
sz002972,科安达
sh600826,兰生股份
sz300137,先河环保
sz002369,卓翼科技
sz300228,富瑞特装
sh688148,芳源股份
sz003005,竞业达
sh600037,歌华有线
sh603685,晨丰科技
sh600173,卧龙地产
sz301136,招标股份
sh688689,银河微电
sh600531,豫光金铅
sh603928,兴业股份
sh603331,百达精工
sz300773,拉卡拉
sz300267,尔康制药
sz003028,振邦智能
sh603817,海峡环保
sz301041,金百泽
sh603508,思维列控
sh688229,博睿数据
sz002623,亚玛顿
sh600708,光明地产
sz300687,赛意信息
sz000055,方大集团
sh605228,神通科技
sh603838,四通股份
sh600070,浙江富润
sh600829,人民同泰
sh605028,世茂能源
sz000037,深南电A
sh601216,君正集团
sz300641,正丹股份
sh603000,人民网
sz000800,一汽解放
sh603551,奥普家居
sz301053,远信工业
sz002482,广田集团
sh600306,*ST商城
sz002554,惠博普
sz003030,祖名股份
sz002980,华盛昌
sh688571,杭华股份
sz002404,嘉欣丝绸
sz300048,合康新能
sh603002,宏昌电子
sz002202,金风科技
sz300133,华策影视
sh688135,利扬芯片
sz000838,财信发展
sz300907,康平科技
sh603956,威派格
sh603655,朗博科技
sz300908,仲景食品
sz001211,双枪科技
sh600083,*ST博信
sz002228,合兴包装
sh688697,纽威数控
sz300695,兆丰股份
sz002029,七 匹 狼
sh603777,来伊份
sz300536,农尚环境
sz300608,思特奇
sz300346,南大光电
sz002561,徐家汇
sz002772,众兴菌业
sz002855,捷荣技术
sz002903,宇环数控
sh600805,悦达投资
sz301001,凯淳股份
sz300817,双飞股份
sz002984,森麒麟
sz002361,神剑股份
sz002265,西仪股份
sz000982,中银绒业
sz000952,广济药业
sz300486,东杰智能
sz002503,搜于特
sz301185,鸥玛软件
sh603656,泰禾智能
sz300886,华业香料
sz300341,麦克奥迪
sz301002,崧盛股份
sh688097,博众精工
sz002441,众业达
sz002889,东方嘉盛
sh603958,哈森股份
sz301080,百普赛斯
sz002471,中超控股
sz002957,科瑞技术
sz300931,通用电梯
sh603366,日出东方
sz300258,精锻科技
sh600783,鲁信创投
sh605003,众望布艺
sh688565,力源科技
sz001317,三羊马
sz300200,高盟新材
sh688633,星球石墨
sh605577,龙版传媒
sh600683,京投发展
sz000885,城发环境
sz301166,优宁维
sz300275,梅安森
sz002448,中原内配
sh600781,ST辅仁
sh600503,华丽家族
sz300643,万通智控
sz002111,威海广泰
sh603895,天永智能
sz002199,东晶电子
sh600936,广西广电
sz000788,北大医药
sz300980,祥源新材
sh605488,福莱新材
sh603682,锦和商业
sz301077,星华反光
sz300927,江天化学
sz002822,中装建设
sz002320,海峡股份
sh605006,山东玻纤
sh600119,长江投资
sh688260,昀冢科技
sh688010,福光股份
sz002009,天奇股份
sz002190,成飞集成
sz300884,狄耐克
sz002165,红 宝 丽
sz002799,环球印务
sh601028,玉龙股份
sh603007,ST花王
sz300522,世名科技
sh600759,洲际油气
sz000797,中国武夷
sz002178,延华智能
sz000532,华金资本
sh600322,天房发展
sz002181,粤 传 媒
sz300169,天晟新材
sh603067,振华股份
sz002993,奥海科技
sz002798,帝欧家居
sh600567,山鹰国际
sz000068,华控赛格
sz002979,雷赛智能
sz000897,津滨发展
sh603577,汇金通
sz002923,润都股份
sz002094,青岛金王
sz000551,创元科技
sh600905,三峡能源
sh600375,汉马科技
sz002728,特一药业
sz000603,盛达资源
sh600105,永鼎股份
sz002097,山河智能
sz300315,掌趣科技
sz003006,百亚股份
sz003004,声迅股份
sz300879,大叶股份
sh603536,惠发食品
sz300616,尚品宅配
sh600400,红豆股份
sz002495,佳隆股份
sh603031,安德利
sh600629,华建集团
sz000567,海德股份
sz000791,甘肃电投
sz000886,海南高速
sh603390,通达电气
sz002489,浙江永强
sz300778,新城市
sz000965,天保基建
sz002424,贵州百灵
sh688215,瑞晟智能
sz002194,武汉凡谷
sz000089,深圳机场
sh600186,莲花健康
sz000415,渤海租赁
sz300001,特锐德
sz002942,新农股份
sh600278,东方创业
sh603093,南华期货
sz300949,奥雅设计
sz000716,黑芝麻
sz300789,唐源电气
sh603877,太平鸟
sz002335,科华数据
sz002827,高争民爆
sh600216,浙江医药
sh603222,济民医疗
sz300957,贝泰妮
sz300208,青岛中程
sz002637,赞宇科技
sh600030,中信证券
sz300503,昊志机电
sz000536,华映科技
sh600097,开创国际
sz300862,蓝盾光电
sz002271,东方雨虹
sz300877,金春股份
sz300430,诚益通
sh603819,神力股份
sz002392,北京利尔
sz000920,沃顿科技
sz300717,华信新材
sz002861,瀛通通讯
sz000504,南华生物
sz002536,飞龙股份
sz002005,ST德豪
sz002727,一心堂
sz000070,特发信息
sh603332,苏州龙杰
sz301075,多瑞医药
sz002661,克明食品
sh600446,金证股份
sh600192,长城电工
sz002587,奥拓电子
sz000927,中国铁物
sz002981,朝阳科技
sz003033,征和工业
sh600380,健康元
sz002715,登云股份
sz300900,广联航空
sh688228,开普云
sz000880,潍柴重机
sz300619,金银河
sz300423,昇辉科技
sz301049,超越科技
sh603025,大豪科技
sz000919,金陵药业
sh601816,京沪高铁
sh600713,南京医药
sz002256,兆新股份
sz300422,博世科
sz301008,宏昌科技
sz002498,汉缆股份
sz002406,远东传动
sz002566,益盛药业
sz000042,中洲控股
sz301039,中集车辆
sh600787,中储股份
sz300997,欢乐家
sz301007,德迈仕
sz300971,博亚精工
sh688585,上纬新材
sz002286,保龄宝
sz000407,胜利股份
sh600527,江南高纤
sz002058,*ST威尔
sh600081,东风科技
sz000973,佛塑科技
sz002963,豪尔赛
sz002947,恒铭达
sz300508,维宏股份
sz002501,*ST利源
sz002107,沃华医药
sz002516,旷达科技
sh600609,金杯汽车
sz003015,日久光电
sz002385,大北农
sh603711,香飘飘
sz002853,皮阿诺
sz002535,ST林重
sz002517,恺英网络
sz300664,鹏鹞环保
sz300177,中海达
sz300655,晶瑞电材
sz301182,凯旺科技
sz002263,大东南
sh688579,山大地纬
sz000970,中科三环
sz000595,宝塔实业
sz000565,渝三峡Ａ
sh600106,重庆路桥
sh603020,爱普股份
sh600082,海泰发展
sz002358,ST森源
sh600998,九州通
sz300758,七彩化学
sz300925,法本信息
sz300313,ST天山
sh688389,普门科技
sz300226,上海钢联
sz301179,泽宇智能
sh605001,威奥股份
sz300287,飞利信
sz300355,蒙草生态
sz301149,隆华新材
sh688178,万德斯
sz002510,天汽模
sz002022,科华生物
sz002259,ST升达
sh600187,国中水务
sz300746,汉嘉设计
sz301128,强瑞技术
sz000999,华润三九
sh688607,康众医疗
sz000510,新金路
sh603045,福达合金
sz002826,易明医药
sz300045,华力创通
sh688168,安博通
sh603289,泰瑞机器
sh600726,华电能源
sh600051,宁波联合
sz000531,穗恒运Ａ
sz002328,新朋股份
sz002891,中宠股份
sz300614,百川畅银
sz300459,汤姆猫
sz301033,迈普医学
sz300977,深圳瑞捷
sh603081,大丰实业
sz300278,*ST华昌
sz002467,二六三
sh600178,东安动力
sz003017,大洋生物
sz000719,中原传媒
sz000507,珠海港
sz002251,步 步 高
sh688679,通源环境
sz301038,深水规院
sz300916,朗特智能
sz300470,中密控股
sh688113,联测科技
sz002480,新筑股份
sz300029,*ST天龙
sz000822,山东海化
sh600608,ST沪科
sh600098,广州发展
sh603759,海天股份
sh688081,兴图新科
sh600184,光电股份
sh605500,森林包装
sz300550,和仁科技
sz002556,辉隆股份
sz300085,银之杰
sz000755,山西路桥
sz002956,西麦食品
sh600881,亚泰集团
sz002793,罗欣药业
sz300161,华中数控
sz301021,英诺激光
sz002876,三利谱
sz002916,深南电路
sh600513,联环药业
sh601008,连云港
sz300318,博晖创新
sh600488,天药股份
sh600403,ST大有
sh600220,江苏阳光
sh688220,翱捷科技-U
sz300191,潜能恒信
sh600568,ST中珠
sh601727,上海电气
sz300882,万胜智能
sz002364,中恒电气
sh603937,丽岛新材
sh603321,梅轮电梯
sh600562,国睿科技
sh603268,松发股份
sh600345,长江通信
sz003023,彩虹集团
sh688668,鼎通科技
sh600824,益民集团
sz002713,东易日盛
sz002662,京威股份
sz000650,仁和药业
sz300147,香雪制药
sz300872,天阳科技
sh601106,中国一重
sh600616,金枫酒业
sh600360,华微电子
sh603221,爱丽家居
sz300453,三鑫医疗
sz301016,雷尔伟
sh688779,长远锂科
sz002160,常铝股份
sh605198,德利股份
sz002205,国统股份
sz300940,南极光
sz300113,顺网科技
sh600681,百川能源
sh603998,方盛制药
sz300471,厚普股份
sz002420,毅昌科技
sz300213,佳讯飞鸿
sh603530,神马电力
sz002749,国光股份
sz002067,景兴纸业
sz000027,深圳能源
sh603216,梦天家居
sh600551,时代出版
sh603079,圣达生物
sh600858,银座股份
sh600469,风神股份
sh603377,东方时尚
sz002157,正邦科技
sz003035,南网能源
sz002288,超华科技
sh600819,耀皮玻璃
sz002023,海特高新
sz300936,中英科技
sh601858,中国科传
sz002045,国光电器
sh600884,杉杉股份
sz301057,汇隆新材
sz000609,*ST中迪
sh601368,绿城水务
sh688681,科汇股份
sz002842,翔鹭钨业
sh688466,金科环境
sh603277,银都股份
sh600368,五洲交通
sh603279,景津装备
sh605081,太和水
sh601369,陕鼓动力
sh600897,厦门空港
sz300956,英力股份
sh601228,广州港
sh600965,福成股份
sh688158,优刻得-W
sz300847,中船汉光
sh600617,国新能源
sh600506,*ST香梨
sz002287,奇正藏药
sz002458,益生股份
sz300434,金石亚药
sh600548,深高速
sh688129,东来技术
sh688556,高测股份
sz002616,长青集团
sz000818,航锦科技
sz002015,协鑫能科
sh600628,新世界
sh603861,白云电器
sz301010,晶雪节能
sz300576,容大感光
sz301062,上海艾录
sz300435,中泰股份
sh688065,凯赛生物
sz301000,肇民科技
sh603278,大业股份
sz002082,万邦德
sh603043,广州酒家
sz002042,华孚时尚
sh601177,杭齿前进
sz002246,北化股份
sh601869,长飞光纤
sz002852,道道全
sz002571,德力股份
sh600873,梅花生物
sh605058,澳弘电子
sz300016,北陆药业
sh600789,鲁抗医药
sz000753,漳州发展
sh600636,国新文化
sh603259,药明康德
sz002983,芯瑞达
sz002520,日发精机
sz002456,欧菲光
sz300303,聚飞光电
sz001213,中铁特货
sh603212,赛伍技术
sh688285,高铁电气
sz002380,科远智慧
sz002668,ST奥马
sz002493,荣盛石化
sh600029,南方航空
sz300365,恒华科技
sh601828,美凯龙
sz002753,永东股份
sz300960,通业科技
sz001896,豫能控股
sz000017,深中华A
sz301119,正强股份
sh603869,新智认知
sh600128,弘业股份
sh605080,浙江自然
sz300404,博济医药
sz300342,天银机电
sz002072,*ST凯瑞
sz000673,*ST当代
sz002695,煌上煌
sz002778,中晟高科
sh603810,丰山集团
sh603926,铁流股份
sh601606,长城军工
sh600063,皖维高新
sh688659,元琛科技
sh603880,南卫股份
sz000718,苏宁环球
sz000792,盐湖股份
sz002247,聚力文化
sz300091,金通灵
sz300238,冠昊生物
sh600835,上海机电
sz000626,远大控股
sz300812,易天股份
sz300830,金现代
sh603866,桃李面包
sz002014,永新股份
sz002674,兴业科技
sz002817,黄山胶囊
sz301199,迈赫股份
sz300381,溢多利
sz000951,中国重汽
sh600601,ST方科
sz300548,博创科技
sh600076,康欣新材
sz300460,惠伦晶体
sz002820,桂发祥
sh603353,和顺石油
sh601118,海南橡胶
sz000836,富通信息
sz000611,*ST天首
sh688313,仕佳光子
sz002225,濮耐股份
sz300158,振东制药
sh603590,康辰药业
sz002213,大为股份
sz002394,联发股份
sz000156,华数传媒
sh603678,火炬电子
sz002303,美盈森
sh603118,共进股份
sh600743,华远地产
sz003041,真爱美家
sz300582,英飞特
sz301026,浩通科技
sz002866,传艺科技
sz002366,台海核电
sz300178,*ST腾邦
sz300155,安居宝
sz002189,中光学
sh605298,必得科技
sh600830,香溢融通
sh605199,葫芦娃
sz002123,梦网科技
sz300903,科翔股份
sz300620,光库科技
sh600724,宁波富达
sz300694,蠡湖股份
sh688067,爱威科技
sh600371,万向德农
sh603167,渤海轮渡
sz300607,拓斯达
sz002217,合力泰
sz002933,新兴装备
sh688049,炬芯科技-U
sh600784,鲁银投资
sh601900,南方传媒
sh600854,春兰股份
sh600155,华创阳安
sz000598,兴蓉环境
sh688456,有研粉材
sz002878,元隆雅图
sh600009,上海机场
sh600189,泉阳泉
sz000593,大通燃气
sz301019,宁波色母
sh600679,上海凤凰
sz000677,恒天海龙
sz002741,光华科技
sz002008,大族激光
sz300564,筑博设计
sz300964,本川智能
sz002521,齐峰新材
sh605507,国邦医药
sz003013,地铁设计
sh605208,永茂泰
sh603660,苏州科达
sz000801,四川九洲
sz001206,依依股份
sz001201,东瑞股份
sh603330,上海天洋
sh603890,春秋电子
sz001207,联科科技
sh600495,晋西车轴
sh601888,中国中免
sh603967,中创物流
sz300519,新光药业
sz300623,捷捷微电
sh603456,九洲药业
sh603808,歌力思
sh600148,长春一东
sz002733,雄韬股份
sz000958,东方能源
sh603931,格林达
sz002678,珠江钢琴
sh603238,诺邦股份
sh603267,鸿远电子
sh605090,九丰能源
sh603166,福达股份
sh603519,立霸股份
sz300394,天孚通信
sh688011,新光光电
sz000881,中广核技
sz000533,顺钠股份
sh600516,方大炭素
sz000502,*ST绿景
sh601019,山东出版
sz000019,深粮控股
sz002801,微光股份
sh688737,中自科技
sz300442,普丽盛
sz000735,罗 牛 山
sz000045,深纺织Ａ
sh688058,宝兰德
sz300897,山科智能
sz002996,顺博合金
sh688070,纵横股份
sz300517,海波重科
sz300627,华测导航
sz002204,大连重工
sz300098,高新兴
sz002274,华昌化工
sz002479,富春环保
sz300193,佳士科技
sz300009,安科生物
sz000560,我爱我家
sz002657,中科金财
sh600481,双良节能
sz301087,可孚医疗
sz300722,新余国科
sh688276,百克生物
sz002589,瑞康医药
sz300127,银河磁体
sh601996,丰林集团
sz002172,澳洋健康
sz002615,哈尔斯
sz300716,国立科技
sz002449,国星光电
sh688595,芯海科技
sz301118,恒光股份
sz000601,韶能股份
sh600035,楚天高速
sh600343,航天动力
sh688117,圣诺生物
sh600624,复旦复华
sz000698,沈阳化工
sz002999,天禾股份
sz301086,鸿富瀚
sz300898,熊猫乳品
sz002537,海联金汇
sz000875,吉电股份
sz000752,*ST西发
sz300149,睿智医药
sh600794,保税科技
sz300255,常山药业
sh603828,柯利达
sz000680,山推股份
sh688075,安旭生物
sz002961,瑞达期货
sh605056,咸亨国际
sz002533,金杯电工
sz002131,利欧股份
sz000520,长航凤凰
sh601827,三峰环境
sh605598,上海港湾
sz002454,松芝股份
sz002884,凌霄泵业
sz003008,开普检测
sh603776,永安行
sz002887,绿茵生态
sh603661,恒林股份
sh601568,北元集团
sz002490,山东墨龙
sz002401,中远海科
sz000759,中百集团
sh600862,中航高科
sz300692,中环环保
sh603726,朗迪集团
sz300810,中科海讯
sh600139,ST西源
sz300041,回天新材
sh603687,大胜达
sz002588,史丹利
sh605258,协和电子
sz300073,当升科技
sz300736,百邦科技
sz300631,久吾高科
sz300244,迪安诊断
sh688312,燕麦科技
sz003007,直真科技
sh688055,龙腾光电
sz300837,浙矿股份
sh601801,皖新传媒
sh600869,远东股份
sh600356,恒丰纸业
sz000860,顺鑫农业
sh688310,迈得医疗
sz002218,拓日新能
sz003027,同兴环保
sz002174,游族网络
sh605180,华生科技
sz000036,华联控股
sz002206,海 利 得
sh688161,威高骨科
sh600731,湖南海利
sh600841,上柴股份
sh688505,复旦张江
sz300793,佳禾智能
sh600377,宁沪高速
sh688395,正弦电气
sz300686,智动力
sz000061,农 产 品
sz003011,海象新材
sz000975,银泰黄金
sz300946,恒而达
sz002391,长青股份
sh601002,晋亿实业
sh688098,申联生物
sh600340,华夏幸福
sz000913,钱江摩托
sz001202,炬申股份
sz000099,中信海直
sz300368,汇金股份
sz000676,智度股份
sz301022,海泰科
sh600710,苏美达
sz002334,英威腾
sz000016,深康佳Ａ
sh603686,福龙马
sz002478,常宝股份
sz301211,亨迪药业
sz300788,中信出版
sz002127,南极电商
sz002428,云南锗业
sh603768,常青股份
sh603659,璞泰来
sh601500,通用股份
sh603258,电魂网络
sh605218,伟时电子
sz300848,美瑞新材
sz000957,中通客车
sz000011,深物业A
sz000823,超声电子
sh603843,正平股份
sz000705,浙江震元
sh605566,福莱蒽特
sz300068,南都电源
sh688626,翔宇医疗
sh603778,乾景园林
sh688160,步科股份
sz002872,ST天圣
sz002950,奥美医疗
sh605186,健麾信息
sz000962,东方钽业
sh600169,太原重工
sz002102,ST冠福
sz000008,神州高铁
sz002284,亚太股份
sh603059,倍加洁
sh688101,三达膜
sh601588,北辰实业
sh600127,金健米业
sh600483,福能股份
sz300684,中石科技
sz000667,美好置业
sh603979,金诚信
sh603903,中持股份
sh603266,天龙股份
sz000006,深振业Ａ
sz002325,洪涛股份
sz300941,创识科技
sh600498,烽火通信
sh688329,艾隆科技
sz300790,宇瞳光学
sh605555,德昌股份
sh600337,美克家居
sz002481,双塔食品
sh605177,东亚药业
sz002900,哈三联
sh600383,金地集团
sh600215,派斯林
sz000985,大庆华科
sz000065,北方国际
sh601619,嘉泽新能
sh605303,园林股份
sz000541,佛山照明
sz002444,巨星科技
sh605086,龙高股份
sz301090,华润材料
sz002041,登海种业
sz300566,激智科技
sz002596,海南瑞泽
sh600478,科力远
sh605368,蓝天燃气
sh600894,广日股份
sh603815,交建股份
sz300965,恒宇信通
sz300895,铜牛信息
sz000651,格力电器
sh688039,当虹科技
sh600792,云煤能源
sh603085,天成自控
sz300880,迦南智能
sh605296,神农集团
sh688360,德马科技
sz002846,英联股份
sz300420,五洋停车
sz003039,顺控发展
sz002004,华邦健康
sz000585,*ST东电
sz300975,商络电子
sz000523,*ST浪奇
sh688227,品高股份
sh600638,新黄浦
sh688787,海天瑞声
sz002660,茂硕电源
sz002098,浔兴股份
sz001210,金房节能
sh603969,银龙股份
sz002897,意华股份
sz300950,德固特
sz000968,蓝焰控股
sz002989,中天精装
sh600056,中国医药
sh603970,中农立华
sh603060,国检集团
sh603618,杭电股份
sh600052,东望时代
sh601718,际华集团
sz002310,东方园林
sz002579,中京电子
sh600874,创业环保
sz002068,黑猫股份
sz300082,奥克股份
sh600594,益佰制药
sz300815,玉禾田
sz000060,中金岭南
sz300969,恒帅股份
sz301127,天源环保
sh601992,金隅集团
sz000861,海印股份
sh688365,光云科技
sh605599,菜百股份
sh603327,福蓉科技
sh688728,格科微
sh605268,王力安防
sz300797,钢研纳克
sh600868,梅雁吉祥
sh605138,盛泰集团
sz002832,比音勒芬
sh600228,返利科技
sz002792,通宇通讯
sh603505,金石资源
sh603528,多伦科技
sh601339,百隆东方
sh600073,上海梅林
sh605338,巴比食品
sz000062,深圳华强
sh688600,皖仪科技
sz002788,鹭燕医药
sh603183,建研院
sz003000,劲仔食品
sz002052,ST同洲
sh603638,艾迪精密
sh603991,至正股份
sz002030,达安基因
sh600229,城市传媒
sh688106,金宏气体
sh601279,英利汽车
sz002716,金贵银业
sz000529,广弘控股
sz003019,宸展光电
sh601006,大秦铁路
sz300549,优德精密
sh600500,中化国际
sh600598,北大荒
sh603515,欧普照明
sh600705,中航产融
sh600578,京能电力
sz000950,重药控股
sz001296,长江材料
sh605179,一鸣食品
sz002298,中电兴发
sh600811,东方集团
sh600603,广汇物流
sh688319,欧林生物
sz300742,越博动力
sh601933,永辉超市
sz300856,科思股份
sh603788,宁波高发
sh688366,昊海生科
sh600409,三友化工
sz300825,阿尔特
sz300809,华辰装备
sh603013,亚普股份
sh688509,正元地信
sh600420,国药现代
sh600208,新湖中宝
sh600714,金瑞矿业
sh600547,山东黄金
sz301099,雅创电子
sz300198,纳川股份
sz000599,青岛双星
sh605122,四方新材
sh603338,浙江鼎力
sz300181,佐力药业
sz300671,富满微
sh600861,北京城乡
sh603010,万盛股份
sz002416,爱施德
sz002258,利尔化学
sz002130,沃尔核材
sz300932,三友联众
sh600980,北矿科技
sh600435,北方导航
sz300311,任子行
sz002469,三维化学
sh688596,正帆科技
sh600387,ST海越
sz002333,罗普斯金
sz300243,瑞丰高材
sh600761,安徽合力
sz002387,维信诺
sz000652,泰达股份
sz002078,太阳纸业
sz300024,机器人
sz300633,开立医疗
sh601388,怡球资源
sz002151,北斗星通
sz001267,汇绿生态
sz000862,银星能源
sz002132,恒星科技
sz301088,戎美股份
sz002136,安 纳 达
sz300683,海特生物
sh600839,四川长虹
sh600734,*ST实达
sh600550,保变电气
sh603367,辰欣药业
sh601007,金陵饭店
sz300388,节能国祯
sz300302,同有科技
sh603527,众源新材
sz300676,华大基因
sh600982,宁波能源
sz001212,中旗新材
sh603717,天域生态
sz001208,华菱线缆
sz301076,新瀚新材
sz002017,东信和平
sz000025,特  力Ａ
sh600757,长江传媒
